,cpg,gene,correlation,p_value,regulation_type,strength
31,CpG_ptg000023l_17397315,FUN_008172,0.41134791476413923,0.008365068501393774,activation,0.41134791476413923
32,CpG_ptg000023l_17397326,FUN_008172,0.39524637450410216,0.011595875331814685,activation,0.39524637450410216
33,CpG_ptg000007l_10142552,FUN_008172,0.3722619209415399,0.018008026501290932,activation,0.3722619209415399
34,CpG_ptg000012l_8047014,FUN_008172,0.44488996221970645,0.004022566161793345,activation,0.44488996221970645
35,CpG_ptg000018l_14489745,FUN_008172,0.5444746820755576,0.0002811363918415085,activation,0.5444746820755576
36,CpG_ptg000025l_13842062,FUN_008172,0.3143552803159393,0.048209981926273064,activation,0.3143552803159393
37,CpG_ptg000023l_1199651,FUN_008172,-0.3366120724163161,0.03368444782283858,repression,0.3366120724163161
38,CpG_ntLink_8_16166893,FUN_008172,0.7015370533614004,4.58622907820015e-07,activation,0.7015370533614004
39,CpG_ptg000004l_4757198,FUN_008172,0.3240496337030752,0.04136112156865075,activation,0.3240496337030752
40,CpG_ntLink_6_13134052,FUN_008172,0.7725875661809238,5.214340100971705e-09,activation,0.7725875661809238
41,CpG_ntLink_6_13134419,FUN_008172,0.7828906786744578,2.3830478686996656e-09,activation,0.7828906786744578
42,CpG_ntLink_6_13134796,FUN_008172,0.7484618915544049,2.8106099213135974e-08,activation,0.7484618915544049
43,CpG_ntLink_6_13134032,FUN_008172,0.6929667729689083,7.215076760007416e-07,activation,0.6929667729689083
44,CpG_ptg000025l_13842125,FUN_008172,0.5086339980151816,0.0008045189246933455,activation,0.5086339980151816
45,CpG_ntLink_8_16166900,FUN_008172,0.43302807712428093,0.005254848008705058,activation,0.43302807712428093
46,CpG_ntLink_6_13134040,FUN_008172,0.7661009579163648,8.363605963658991e-09,activation,0.7661009579163648
47,CpG_ntLink_6_13134703,FUN_008172,0.5132442351462756,0.00070727048993527,activation,0.5132442351462756
48,CpG_ptg000016l_3294397,FUN_008172,0.40202314067191774,0.010125738069168104,activation,0.40202314067191774
49,CpG_ptg000012l_8047034,FUN_008172,0.3797460984224657,0.015654379053270995,activation,0.3797460984224657
50,CpG_ptg000047l_4021456,FUN_008172,0.33552655825301475,0.0342978488746402,activation,0.33552655825301475
51,CpG_ntLink_6_13134839,FUN_008172,0.6313698776559643,1.2517187139811308e-05,activation,0.6313698776559643
52,CpG_ntLink_6_13134512,FUN_008172,0.6829215058669267,1.2037242068964825e-06,activation,0.6829215058669267
53,CpG_ptg000031l_10997042,FUN_008172,0.6635845077706015,3.054239527130917e-06,activation,0.6635845077706015
54,CpG_ptg000031l_10997035,FUN_008172,0.5551111952868538,0.00020104783130549402,activation,0.5551111952868538
55,CpG_ptg000023l_17397340,FUN_008172,0.4247218493073631,0.00630150248027696,activation,0.4247218493073631
56,CpG_ptg000029c_793082,FUN_008172,-0.5913908726770525,5.8559441153945466e-05,repression,0.5913908726770525
57,CpG_ptg000029c_793112,FUN_008172,-0.632046719766952,1.217165116351563e-05,repression,0.632046719766952
58,CpG_ptg000011l_8393630,FUN_008172,0.389261022566474,0.0130417820883046,activation,0.389261022566474
59,CpG_ntLink_6_13134803,FUN_008172,0.7668545961997852,7.923015013581585e-09,activation,0.7668545961997852
60,CpG_ntLink_6_13134790,FUN_008172,0.7568634870009845,1.598022231242476e-08,activation,0.7568634870009845
61,CpG_ptg000008l_25384624,FUN_015778,0.31388743061164737,0.04856232955128817,activation,0.31388743061164737
62,CpG_ntLink_8_16166883,FUN_015778,0.32602118185805556,0.04007007038339648,activation,0.32602118185805556
63,CpG_ptg000011l_8393612,FUN_015778,0.43752918859536527,0.004753342401465388,activation,0.43752918859536527
64,CpG_ptg000011l_8393002,FUN_015778,0.6206412607013755,1.9338392290454434e-05,activation,0.6206412607013755
65,CpG_ptg000047l_4021479,FUN_015778,0.38305485326957245,0.014699815545743986,activation,0.38305485326957245
66,CpG_ptg000031l_8422911,FUN_015778,0.3342743472563927,0.03501679422471085,activation,0.3342743472563927
67,CpG_ptg000023l_36912999,FUN_015778,0.8564593023640581,1.820416609823517e-12,activation,0.8564593023640581
68,CpG_ptg000011l_8394047,FUN_015778,0.753798582247687,1.9686206124892127e-08,activation,0.753798582247687
69,CpG_ptg000023l_36913014,FUN_015778,0.5148879788902652,0.0006752201642215142,activation,0.5148879788902652
70,CpG_ptg000033l_1262372,FUN_015778,0.43306795428073697,0.005250211131753452,activation,0.43306795428073697
71,CpG_ptg000011l_8393022,FUN_015778,0.3858486176740697,0.013932608209919933,activation,0.3858486176740697
72,CpG_ptg000033l_1262376,FUN_015778,0.36338780473731735,0.02117743771358477,activation,0.36338780473731735
73,CpG_ptg000024l_8612204,FUN_009195,0.38063448811917067,0.01539308260207635,activation,0.38063448811917067
74,CpG_ptg000031l_8422911,FUN_009195,0.3614562172686373,0.021925797358466687,activation,0.3614562172686373
75,CpG_ptg000018l_14489745,FUN_009195,0.5072928039377773,0.0008349608049524185,activation,0.5072928039377773
76,CpG_ptg000031l_10997083,FUN_009195,0.44610054212000866,0.003912267008531388,activation,0.44610054212000866
77,CpG_ptg000023l_35051554,FUN_009195,0.3346224407868289,0.03481571158603908,activation,0.3346224407868289
78,CpG_ptg000012l_8047034,FUN_009195,0.3802038708713633,0.01551927354464749,activation,0.3802038708713633
79,CpG_ptg000031l_8422870,FUN_009195,0.33894996289400026,0.0323939047101246,activation,0.33894996289400026
80,CpG_ptg000031l_8422874,FUN_009195,0.3233283965931904,0.04184178102752459,activation,0.3233283965931904
81,CpG_ptg000004l_4756886,FUN_024405,0.43228917467486744,0.005341411394934212,activation,0.43228917467486744
82,CpG_ptg000016l_5715722,FUN_024405,0.512466445833878,0.0007229033768710543,activation,0.512466445833878
83,CpG_ptg000027l_11257181,FUN_024405,0.36104591530776176,0.022087572086655023,activation,0.36104591530776176
84,CpG_ptg000016l_5715746,FUN_024405,0.37252637361267354,0.017920061817968812,activation,0.37252637361267354
85,CpG_ptg000011l_967757,FUN_024405,0.3599540426235383,0.02252293805266111,activation,0.3599540426235383
86,CpG_ptg000016l_5715734,FUN_024405,0.4982914437852536,0.0010671751157367172,activation,0.4982914437852536
87,CpG_ptg000015l_6211631,FUN_024405,-0.46443997594750736,0.0025357474704780234,repression,0.46443997594750736
88,CpG_ptg000015l_6211723,FUN_024405,-0.33672456098528547,0.033621401098258306,repression,0.33672456098528547
89,CpG_ptg000011l_8393613,FUN_024405,-0.3550973081990576,0.024547161400496356,repression,0.3550973081990576
90,CpG_ptg000016l_5715686,FUN_024405,0.3173605058737232,0.04599553261407389,activation,0.3173605058737232
91,CpG_ptg000011l_8393630,FUN_024405,-0.31280102710007174,0.049388531195751505,repression,0.31280102710007174
92,CpG_ptg000004l_4756889,FUN_024405,0.3845846532683609,0.014275401534712462,activation,0.3845846532683609
93,CpG_ptg000016l_5715698,FUN_024405,0.35440146409749124,0.024849199237430685,activation,0.35440146409749124
94,CpG_ptg000027l_11256965,FUN_033009,0.3288654899090236,0.03826548467491028,activation,0.3288654899090236
95,CpG_ptg000004l_4757204,FUN_033009,0.3383607086016634,0.03271528401442698,activation,0.3383607086016634
96,CpG_ptg000023l_14647558,FUN_033009,-0.324065365447996,0.041350687572424,repression,0.324065365447996
97,CpG_ptg000027l_11257181,FUN_033009,0.377846271388862,0.016225748896005584,activation,0.377846271388862
98,CpG_ptg000027l_11257173,FUN_033009,0.3783265612007558,0.01607966710490005,activation,0.3783265612007558
99,CpG_ptg000018l_13662270,FUN_033009,0.3506564558886125,0.026528282551327415,activation,0.3506564558886125
100,CpG_ptg000027l_11257163,FUN_033009,0.3197138002765904,0.04431949161177115,activation,0.3197138002765904
101,CpG_ptg000008l_25384626,FUN_033009,0.5876162634891209,6.703886585332596e-05,activation,0.5876162634891209
102,CpG_ptg000030l_3155863,FUN_033009,0.5087657824285974,0.00080158172035516,activation,0.5087657824285974
103,CpG_ptg000015l_6211631,FUN_033009,-0.47963324436871446,0.0017382676067359587,repression,0.47963324436871446
104,CpG_ptg000004l_4757244,FUN_005936,0.4194835782133858,0.0070503108304424715,activation,0.4194835782133858
105,CpG_ptg000031l_13053265,FUN_005936,0.33136892128633477,0.036732554497458866,activation,0.33136892128633477
106,CpG_ptg000007l_6510226,FUN_005936,0.3816705746018225,0.015093007728104098,activation,0.3816705746018225
107,CpG_ptg000011l_8391239,FUN_005936,0.8276809077511004,4.49683977447164e-11,activation,0.8276809077511004
108,CpG_ptg000012l_8971736,FUN_005936,0.31298563842278987,0.049247343032436136,activation,0.31298563842278987
109,CpG_ptg000007l_6510282,FUN_005936,0.33499334176005824,0.03460249613882608,activation,0.33499334176005824
110,CpG_ptg000025l_14126701,FUN_006839,0.42900745174691374,0.0057409676544918275,activation,0.42900745174691374
111,CpG_ntLink_6_13134542,FUN_006839,0.37633315984279553,0.016693304476891525,activation,0.37633315984279553
112,CpG_ptg000024l_8612165,FUN_006839,0.4303018906360771,0.0055803814754124435,activation,0.4303018906360771
113,CpG_ptg000027l_11256965,FUN_006839,-0.3676700910428495,0.019594228849176023,repression,0.3676700910428495
114,CpG_ptg000024l_8612179,FUN_006839,0.34600057909566034,0.028745844207055483,activation,0.34600057909566034
115,CpG_ntLink_6_13135371,FUN_006839,0.451560560202529,0.003446892610603971,activation,0.451560560202529
116,CpG_ptg000024l_8612211,FUN_006839,0.38629659602166616,0.013812799984089064,activation,0.38629659602166616
117,CpG_ptg000021l_1750858,FUN_006839,-0.3199034417719187,0.0441866096754297,repression,0.3199034417719187
118,CpG_ptg000030l_3155880,FUN_006839,0.38794656540727557,0.013379028767194158,activation,0.38794656540727557
119,CpG_ptg000027l_11257181,FUN_006839,-0.38884406319716536,0.013147969989872816,repression,0.38884406319716536
120,CpG_ptg000027l_11257173,FUN_006839,-0.5553654428065654,0.00019941526745625749,repression,0.5553654428065654
121,CpG_ptg000011l_5627243,FUN_006839,0.3233607876972684,0.041820097506011754,activation,0.3233607876972684
122,CpG_ptg000031l_8422817,FUN_006839,0.40714917485512986,0.00912231562260718,activation,0.40714917485512986
123,CpG_ntLink_6_13134554,FUN_006839,0.4693306193430186,0.0022497168393022077,activation,0.4693306193430186
124,CpG_ptg000004l_4759974,FUN_006839,0.49352948170364835,0.0012118514904911103,activation,0.49352948170364835
125,CpG_ptg000007l_9141311,FUN_006839,0.3618842543306542,0.021758085548946662,activation,0.3618842543306542
126,CpG_ptg000033l_1262376,FUN_006839,-0.31672238442690887,0.046458731382909416,repression,0.31672238442690887
127,CpG_ntLink_6_13134955,FUN_006839,0.3668487525539446,0.019889947258255738,activation,0.3668487525539446
128,CpG_ptg000004l_4756880,FUN_006839,0.4078049005672816,0.009000322258889039,activation,0.4078049005672816
129,CpG_ntLink_6_13134703,FUN_006839,0.3217304130211797,0.042922908572861386,activation,0.3217304130211797
130,CpG_ptg000018l_8065358,FUN_006839,0.3364430127143206,0.03377938356930238,activation,0.3364430127143206
131,CpG_ptg000011l_5627254,FUN_006839,0.3156646159123322,0.0472348377888418,activation,0.3156646159123322
132,CpG_ptg000024l_8612241,FUN_006839,0.3481014143556922,0.027726975198738634,activation,0.3481014143556922
133,CpG_ptg000011l_5627259,FUN_006839,0.3132619612596626,0.049036622690742236,activation,0.3132619612596626
134,CpG_ptg000011l_967726,FUN_006839,-0.328827273172888,0.03828928426299054,repression,0.328827273172888
135,CpG_ntLink_6_19919852,FUN_006839,0.3509886485880711,0.02637563970200655,activation,0.3509886485880711
136,CpG_ntLink_6_19919676,FUN_006839,0.3771714589292926,0.016432885098777748,activation,0.3771714589292926
137,CpG_ntLink_6_19705338,FUN_006839,0.33346316874734677,0.03548908043116269,activation,0.33346316874734677
138,CpG_ptg000001l_3069457,FUN_013529,0.6478147572601735,6.2187816730919916e-06,activation,0.6478147572601735
139,CpG_ptg000011l_8395954,FUN_013529,0.3836018917108048,0.014546840539527619,activation,0.3836018917108048
140,CpG_ptg000015l_2160436,FUN_013529,0.32069648203406864,0.043634418027210034,activation,0.32069648203406864
141,CpG_ntLink_8_34790315,FUN_013529,0.47977208102693153,0.0017321420108053908,activation,0.47977208102693153
142,CpG_ntLink_8_34790312,FUN_013529,0.4515709029502302,0.003446059094209949,activation,0.4515709029502302
143,CpG_ptg000009l_7035570,FUN_013529,0.4190420091622555,0.007116798179542471,activation,0.4190420091622555
144,CpG_ptg000011l_8393022,FUN_013529,0.33365120903184897,0.03537913743754969,activation,0.33365120903184897
145,CpG_ptg000011l_8392977,FUN_013529,0.3292688097689713,0.03801505106715487,activation,0.3292688097689713
146,CpG_ptg000011l_967757,FUN_013529,0.41562587273902424,0.007649668263977031,activation,0.41562587273902424
147,CpG_ntLink_8_34790345,FUN_013529,0.4012981434006379,0.010274997478828077,activation,0.4012981434006379
148,CpG_ptg000011l_8394054,FUN_013529,0.7509452981351202,2.3840720691422594e-08,activation,0.7509452981351202
149,CpG_ptg000009l_7035562,FUN_013529,0.396517981345766,0.01130693918538732,activation,0.396517981345766
150,CpG_ptg000015l_6211723,FUN_013529,0.5378417006501243,0.0003445813820067427,activation,0.5378417006501243
151,CpG_ptg000011l_8393679,FUN_013529,0.45308240376675435,0.0033261245437888162,activation,0.45308240376675435
152,CpG_ptg000011l_967726,FUN_013529,0.4088523934116703,0.008808343562392528,activation,0.4088523934116703
153,CpG_ptg000009l_7035575,FUN_013529,0.43342968361530615,0.005208311335330887,activation,0.43342968361530615
154,CpG_ptg000011l_8393755,FUN_033132,0.3974650857340218,0.01109574309863301,activation,0.3974650857340218
155,CpG_ptg000012l_8046972,FUN_033132,0.31240685928004597,0.04969107606683679,activation,0.31240685928004597
156,CpG_ptg000024l_8612235,FUN_033132,0.4917267427438606,0.0012709994552854158,activation,0.4917267427438606
157,CpG_ptg000011l_8393612,FUN_033132,0.3875671015349884,0.013477751633321005,activation,0.3875671015349884
158,CpG_ptg000024l_8612204,FUN_033132,0.3849005100984506,0.014189077457544696,activation,0.3849005100984506
159,CpG_ptg000023l_17397315,FUN_033132,0.4013972149098398,0.010254490860246055,activation,0.4013972149098398
160,CpG_ptg000011l_8393753,FUN_033132,0.48925464013393394,0.0013562618918382607,activation,0.48925464013393394
161,CpG_ptg000018l_14489745,FUN_033132,0.38845893271127513,0.013246702825452091,activation,0.38845893271127513
162,CpG_ptg000015l_2160436,FUN_033132,0.4843529661365477,0.0015404167334760763,activation,0.4843529661365477
163,CpG_ntLink_6_13134419,FUN_033132,0.3278185413224404,0.038921854304531774,activation,0.3278185413224404
164,CpG_ptg000011l_8393629,FUN_033132,0.4427014725165454,0.004228851997468304,activation,0.4427014725165454
165,CpG_ptg000011l_8396448,FUN_033132,0.7301286941519887,8.957737595671862e-08,activation,0.7301286941519887
166,CpG_ptg000011l_8391288,FUN_033132,0.4448712637768277,0.004024290851179882,activation,0.4448712637768277
167,CpG_ptg000011l_8391292,FUN_033132,0.4604686161554896,0.002791006193023394,activation,0.4604686161554896
168,CpG_ptg000030l_2148096,FUN_033132,-0.3204819336479974,0.04378325254576442,repression,0.3204819336479974
169,CpG_ptg000008l_25384624,FUN_039516,0.3307245542609108,0.03712223863519394,activation,0.3307245542609108
170,CpG_ptg000009l_18122328,FUN_039516,0.44604632758623397,0.003917149668492593,activation,0.44604632758623397
171,CpG_ptg000031l_13053283,FUN_039516,-0.36588952108771616,0.020240037464929184,repression,0.36588952108771616
172,CpG_ptg000027l_11256965,FUN_039516,0.37745385819787003,0.01634593197131506,activation,0.37745385819787003
173,CpG_ntLink_8_16166717,FUN_039516,0.31795087549416184,0.04557032700224058,activation,0.31795087549416184
174,CpG_ptg000015l_6211680,FUN_039516,0.34215186909263656,0.030692638675265033,activation,0.34215186909263656
175,CpG_ptg000004l_4757204,FUN_039516,0.3340005745304976,0.03517561168699211,activation,0.3340005745304976
176,CpG_ptg000030l_3155880,FUN_039516,-0.4240536689736613,0.006393023223966761,repression,0.4240536689736613
177,CpG_ptg000031l_13053265,FUN_039516,-0.3879214264692245,0.013385549992551656,repression,0.3879214264692245
178,CpG_ptg000011l_8395954,FUN_039516,0.4862237743194314,0.001467675909993491,activation,0.4862237743194314
179,CpG_ptg000020l_10589614,FUN_039516,0.43147685671094105,0.005437998740593525,activation,0.43147685671094105
180,CpG_ptg000020l_10589616,FUN_039516,0.442996100932522,0.004200555002460988,activation,0.442996100932522
181,CpG_ptg000012l_8971712,FUN_039516,-0.3185877344530216,0.04511520809516806,repression,0.3185877344530216
182,CpG_ptg000011l_8396017,FUN_039516,0.4043754934784889,0.00965413380530256,activation,0.4043754934784889
183,CpG_ptg000027l_11257209,FUN_039516,0.3668654708599994,0.01988389085816098,activation,0.3668654708599994
184,CpG_ptg000030l_2148108,FUN_039516,0.4777840958124,0.0018216951182890514,activation,0.4777840958124
185,CpG_ptg000060c_58340,FUN_039516,-0.4219339298779448,0.0066910004188730455,repression,0.4219339298779448
186,CpG_ptg000011l_8395967,FUN_039516,0.4558732753624821,0.003114231764523781,activation,0.4558732753624821
187,CpG_ptg000004l_4756880,FUN_039516,0.38807299910535636,0.01334627177473516,activation,0.38807299910535636
188,CpG_ntLink_8_16166900,FUN_039516,-0.42771203905762833,0.005905662246373643,repression,0.42771203905762833
189,CpG_ptg000030l_2148036,FUN_039516,0.3271443845262751,0.03934934432027416,activation,0.3271443845262751
190,CpG_ptg000011l_8391132,FUN_039516,-0.35309286654338345,0.025425575919379745,repression,0.35309286654338345
191,CpG_ptg000007l_9141334,FUN_039516,0.4158915481974349,0.007607030584552471,activation,0.4158915481974349
192,CpG_ptg000015l_6211723,FUN_039516,0.43215251028074614,0.005357556479038415,activation,0.43215251028074614
193,CpG_ptg000011l_8393613,FUN_039516,-0.3715845513603402,0.018234996218663715,repression,0.3715845513603402
194,CpG_ptg000030l_2148096,FUN_039516,0.3931060639329652,0.012096396127551317,activation,0.3931060639329652
195,CpG_ptg000007l_6510282,FUN_039516,-0.34531731682247296,0.029083806902578852,repression,0.34531731682247296
196,CpG_ptg000012l_8046972,FUN_008576,0.45898842319426547,0.0028917509493454397,activation,0.45898842319426547
197,CpG_ptg000031l_13053283,FUN_008576,0.39911559481449044,0.010735726554999636,activation,0.39911559481449044
198,CpG_ptg000027l_11257026,FUN_008576,-0.3873174438069658,0.013543039917733495,repression,0.3873174438069658
199,CpG_ptg000024l_8612235,FUN_008576,0.50118951987635,0.0009868286907849042,activation,0.50118951987635
200,CpG_ptg000024l_8612211,FUN_008576,0.4162189344424988,0.007554770365794487,activation,0.4162189344424988
201,CpG_ptg000031l_13053277,FUN_008576,0.37132682345696266,0.018321983329764768,activation,0.37132682345696266
202,CpG_ptg000024l_8612204,FUN_008576,0.5795150409000345,8.911308069674147e-05,activation,0.5795150409000345
203,CpG_ptg000016l_3294411,FUN_008576,0.4385332810377631,0.004647318597943042,activation,0.4385332810377631
204,CpG_ptg000007l_10142552,FUN_008576,0.3324742371269745,0.03607190053937845,activation,0.3324742371269745
205,CpG_ptg000018l_14489745,FUN_008576,0.5712919101013572,0.00011806530620191386,activation,0.5712919101013572
206,CpG_ptg000015l_2160436,FUN_008576,0.37280042425921045,0.017829285969010386,activation,0.37280042425921045
207,CpG_ntLink_6_13134419,FUN_008576,0.45708943121076373,0.0030256544141877514,activation,0.45708943121076373
208,CpG_ptg000033l_1262372,FUN_008576,-0.31323629516737744,0.04905616468457488,repression,0.31323629516737744
209,CpG_ptg000011l_8393022,FUN_008576,0.34229354466439543,0.03061909721046151,activation,0.34229354466439543
210,CpG_ptg000031l_10997083,FUN_008576,0.3513887936671033,0.026192740352130282,activation,0.3513887936671033
211,CpG_ptg000007l_9141311,FUN_008576,0.350776364391837,0.026473100243309188,activation,0.350776364391837
212,CpG_ntLink_8_34790345,FUN_008576,0.37505927560881425,0.01709569131435874,activation,0.37505927560881425
213,CpG_ptg000011l_8391288,FUN_008576,0.43096366156345395,0.005499796061945432,activation,0.43096366156345395
214,CpG_ptg000016l_3294397,FUN_008576,0.4734847388044252,0.0020294497899012707,activation,0.4734847388044252
215,CpG_ptg000011l_8391292,FUN_008576,0.43498972925720825,0.005030911801517194,activation,0.43498972925720825
216,CpG_ptg000007l_9141334,FUN_008576,0.3219086811078648,0.04280118840487709,activation,0.3219086811078648
217,CpG_ptg000012l_8047034,FUN_008576,0.33334221325446156,0.03555994816084103,activation,0.33334221325446156
218,CpG_ptg000011l_8391275,FUN_008576,0.34650763614716795,0.028497141353626194,activation,0.34650763614716795
219,CpG_ptg000029c_793082,FUN_008576,-0.32136168122699227,0.04317556715385433,repression,0.32136168122699227
220,CpG_ptg000029c_793112,FUN_008576,-0.35464808475571,0.024741799759500784,repression,0.35464808475571
221,CpG_ptg000025l_14126701,FUN_008691,0.6858262664916661,1.0402721712782596e-06,activation,0.6858262664916661
222,CpG_ntLink_6_13134542,FUN_008691,0.4928450047555164,0.001234015604564709,activation,0.4928450047555164
223,CpG_ptg000024l_8612165,FUN_008691,0.4605214717168798,0.0027874663405020473,activation,0.4605214717168798
224,CpG_ptg000021l_1750826,FUN_008691,-0.4970440490868601,0.0011035088767417458,repression,0.4970440490868601
225,CpG_ptg000027l_11257026,FUN_008691,-0.3485802712694687,0.02749896995124434,repression,0.3485802712694687
226,CpG_ptg000024l_8612179,FUN_008691,0.3855630254998825,0.01400944611926311,activation,0.3855630254998825
227,CpG_ntLink_6_13135371,FUN_008691,0.3683601131288327,0.019348647041802374,activation,0.3683601131288327
228,CpG_ptg000023l_36913036,FUN_008691,0.3449613727897639,0.029261163838152394,activation,0.3449613727897639
229,CpG_ptg000024l_8612211,FUN_008691,0.38249552068352655,0.01485763315060483,activation,0.38249552068352655
230,CpG_ptg000027l_2551179,FUN_008691,0.37974785157133717,0.01565385974656116,activation,0.37974785157133717
231,CpG_ptg000021l_1750858,FUN_008691,-0.623717406831818,1.7099103126483122e-05,repression,0.623717406831818
232,CpG_ptg000011l_5627241,FUN_008691,0.36982838327935974,0.01883466370496427,activation,0.36982838327935974
233,CpG_ptg000018l_13662333,FUN_008691,-0.3599337692505158,0.02253108891541099,repression,0.3599337692505158
234,CpG_ntLink_6_13134800,FUN_008691,0.3690906675739089,0.01909145771079938,activation,0.3690906675739089
235,CpG_ptg000011l_5627243,FUN_008691,0.5467387288270577,0.0002620167184026648,activation,0.5467387288270577
236,CpG_ptg000021l_6264598,FUN_008691,0.34290296031102435,0.030304413453638022,activation,0.34290296031102435
237,CpG_ptg000030l_2148033,FUN_008691,-0.3481144400672953,0.027720752439898386,repression,0.3481144400672953
238,CpG_ntLink_6_13134554,FUN_008691,0.436427873804992,0.0048720415362708295,activation,0.436427873804992
239,CpG_ptg000023l_36913014,FUN_008691,0.32746621181615937,0.03914479543271064,activation,0.32746621181615937
240,CpG_ntLink_6_13134032,FUN_008691,0.4386628747779788,0.004633785420202411,activation,0.4386628747779788
241,CpG_ntLink_6_19920923,FUN_008691,0.5081488570353344,0.0008154144517991481,activation,0.5081488570353344
242,CpG_ntLink_6_13134955,FUN_008691,0.5236515144042876,0.0005252173671679814,activation,0.5236515144042876
243,CpG_ptg000030l_2148036,FUN_008691,-0.34384454407288695,0.029823454486023276,repression,0.34384454407288695
244,CpG_ntLink_6_13134703,FUN_008691,0.449196185966688,0.003642118978919453,activation,0.449196185966688
245,CpG_ptg000030l_3155863,FUN_008691,-0.31864521617763086,0.045074311509089804,repression,0.31864521617763086
246,CpG_ntLink_6_13134839,FUN_008691,0.3713147500262575,0.01832606682982647,activation,0.3713147500262575
247,CpG_ptg000011l_5627254,FUN_008691,0.5431269604437741,0.00029310438394400694,activation,0.5431269604437741
248,CpG_ptg000024l_8612241,FUN_008691,0.5154660894871272,0.0006642597391637739,activation,0.5154660894871272
249,CpG_ptg000030l_2148096,FUN_008691,-0.36229182722924425,0.02159938901834386,repression,0.36229182722924425
250,CpG_ntLink_6_13134512,FUN_008691,0.3621870621940969,0.021640088727429965,activation,0.3621870621940969
251,CpG_ptg000011l_5627259,FUN_008691,0.49404512701490444,0.0011953880465310537,activation,0.49404512701490444
252,CpG_ntLink_6_19919852,FUN_008691,0.618286459784554,2.123011053850654e-05,activation,0.618286459784554
253,CpG_ntLink_6_19919676,FUN_008691,0.7903994726169401,1.310821476743226e-09,activation,0.7903994726169401
254,CpG_ptg000011l_5627236,FUN_008691,0.5624955494316365,0.00015822689676934818,activation,0.5624955494316365
255,CpG_ptg000027l_11257026,FUN_028521,-0.3869346918711291,0.013643654386402892,repression,0.3869346918711291
