CpG,ACR-139-TP1,ACR-139-TP2,ACR-139-TP3,ACR-139-TP4,ACR-145-TP1,ACR-145-TP2,ACR-145-TP3,ACR-145-TP4,ACR-150-TP1,ACR-150-TP2,ACR-150-TP3,ACR-150-TP4,ACR-173-TP1,ACR-173-TP2,ACR-173-TP3,ACR-173-TP4,ACR-186-TP1,ACR-186-TP2,ACR-186-TP3,ACR-186-TP4,ACR-225-TP1,ACR-225-TP2,ACR-225-TP3,ACR-225-TP4,ACR-229-TP1,ACR-229-TP2,ACR-229-TP3,ACR-229-TP4,ACR-237-TP1,ACR-237-TP2,ACR-237-TP3,ACR-237-TP4,ACR-244-TP1,ACR-244-TP2,ACR-244-TP3,ACR-244-TP4,ACR-265-TP1,ACR-265-TP2,ACR-265-TP3,ACR-265-TP4
CpG_ntLink_6_13134800,0.0,0.0,0.0,0.0,7.31707317073171,10.7142857142857,7.69230769230769,0.0,0.0,0.0,0.0,0.0,1.75438596491228,2.7027027027027,1.66666666666667,2.29885057471264,0.0,3.7037037037037,0.0,0.0,47.3684210526316,20.0,5.0,17.0731707317073,30.5555555555556,16.3265306122449,24.4444444444444,26.3157894736842,0.0,0.0,0.0,0.0,2.32558139534884,9.09090909090909,0.0,13.3333333333333,6.66666666666667,0.0,2.7027027027027,0.0
CpG_ntLink_6_13134803,0.0,0.0,0.0,0.0,12.5,17.8571428571429,10.7142857142857,3.84615384615385,0.0,0.0,0.0,0.0,1.75438596491228,2.77777777777778,5.17241379310345,3.40909090909091,0.0,0.0,0.0,0.0,52.6315789473684,33.3333333333333,26.8292682926829,31.5789473684211,37.8378378378378,23.5294117647059,35.5555555555556,33.3333333333333,0.0,0.0,0.0,0.0,11.9047619047619,17.3913043478261,0.0,27.5862068965517,14.2857142857143,6.25,8.57142857142857,4.8780487804878
CpG_ntLink_6_13134839,0.0,0.0,0.0,0.0,4.25531914893617,11.5384615384615,6.66666666666667,4.0,0.0,0.0,0.0,0.0,1.72413793103448,2.56410256410256,5.0,2.77777777777778,0.0,0.0,0.0,0.0,56.25,16.6666666666667,7.31707317073171,31.25,26.6666666666667,16.9811320754717,30.0,29.5454545454545,0.0,0.0,0.0,0.0,11.1111111111111,8.33333333333333,0.0,3.44827586206897,6.89655172413793,0.0,3.44827586206897,2.22222222222222
CpG_ntLink_6_13134955,0.0,0.0,0.0,0.0,0.0,0.0,3.57142857142857,3.7037037037037,0.0,0.0,0.0,0.0,3.77358490566038,2.5,3.57142857142857,0.0,0.0,0.0,0.0,0.0,41.1764705882353,7.69230769230769,0.0,22.2222222222222,0.0,3.7037037037037,2.7027027027027,4.0,0.0,0.0,0.0,0.0,0.0,4.34782608695652,0.0,0.0,0.0,0.0,6.45161290322581,0.0
CpG_ntLink_6_13135348,0.0,0.0,0.0,3.03030303030303,0.0,6.45161290322581,3.57142857142857,13.7931034482759,0.0,0.0,4.16666666666667,6.66666666666667,1.92307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5882352941176,10.0,6.66666666666667,26.3157894736842,10.0,17.4603174603175,4.65116279069767,2.17391304347826,0.0,0.0,0.0,0.0,18.1818181818182,8.69565217391304,0.0,9.09090909090909,6.66666666666667,4.0,10.7142857142857,7.14285714285714
CpG_ntLink_6_13135361,0.0,0.0,0.0,0.0,0.0,3.2258064516129,0.0,15.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,7.14285714285714,15.7894736842105,7.31707317073171,18.9655172413793,7.69230769230769,11.1111111111111,0.0,0.0,0.0,0.0,8.33333333333333,5.0,0.0,9.09090909090909,13.3333333333333,12.5,14.2857142857143,7.69230769230769
CpG_ntLink_6_13135371,0.0,0.0,0.0,0.0,0.0,6.45161290322581,0.0,17.2413793103448,0.0,8.33333333333333,4.16666666666667,6.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.4242424242424,10.5263157894737,0.0,25.0,0.0,13.7931034482759,7.89473684210526,10.6382978723404,0.0,0.0,5.0,0.0,13.0434782608696,5.26315789473684,0.0,10.0,6.45161290322581,8.0,7.14285714285714,0.0
CpG_ntLink_6_19705309,0.0,0.0,5.0,3.84615384615385,0.0,0.0,0.0,0.0,3.44827586206897,0.0,6.89655172413793,0.0,0.0,0.0,0.0,0.0,6.66666666666667,0.0,0.0,3.84615384615385,6.25,7.14285714285714,7.69230769230769,5.55555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CpG_ntLink_6_19705338,0.0,0.0,0.0,3.7037037037037,0.0,0.0,0.0,0.0,0.0,9.09090909090909,7.69230769230769,0.0,0.0,0.0,0.0,0.0,0.0,3.44827586206897,0.0,0.0,14.2857142857143,6.66666666666667,16.6666666666667,11.1111111111111,0.0,0.0,0.0,0.0,5.88235294117647,8.69565217391304,0.0,4.76190476190476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CpG_ntLink_6_19919676,0.0,0.0,0.0,5.26315789473684,0.0,0.0,0.0,3.33333333333333,4.76190476190476,0.0,0.0,0.0,0.0,0.0,0.0,5.12820512820513,0.0,0.0,0.0,0.0,31.25,0.0,0.0,4.34782608695652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CpG_ntLink_6_19919852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14285714285714,0.0,17.3913043478261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CpG_ntLink_6_19920923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69230769230769,0.0,0.0,0.0,0.0,5.88235294117647,0.0,0.0,0.0,0.0,5.88235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CpG_ntLink_8_16166717,23.5294117647059,21.4285714285714,19.2307692307692,20.0,38.8888888888889,66.6666666666667,40.0,25.0,16.6666666666667,14.2857142857143,14.7058823529412,10.3448275862069,32.5,28.0,11.7647058823529,15.7894736842105,0.0,0.0,14.2857142857143,28.5714285714286,28.0,34.7826086956522,26.9230769230769,16.6666666666667,34.4827586206897,47.0588235294118,50.0,50.0,35.1351351351351,23.6842105263158,21.6216216216216,21.6216216216216,29.0322580645161,37.9310344827586,10.5263157894737,23.8095238095238,33.3333333333333,50.0,31.25,35.7142857142857
CpG_ntLink_8_16166741,17.8571428571429,15.625,16.0,16.6666666666667,27.7777777777778,56.0,36.3636363636364,33.3333333333333,32.5,29.4117647058824,25.0,19.4444444444444,22.2222222222222,15.7894736842105,6.25,5.55555555555556,5.26315789473684,6.66666666666667,5.26315789473684,40.0,17.8571428571429,27.2727272727273,27.2727272727273,9.375,28.5714285714286,16.6666666666667,40.0,30.7692307692308,25.5813953488372,17.1428571428571,23.8095238095238,32.258064516129,20.6896551724138,29.1666666666667,17.6470588235294,36.8421052631579,35.7142857142857,15.3846153846154,25.0,35.2941176470588
CpG_ntLink_8_16166797,12.5,6.45161290322581,12.1951219512195,22.7272727272727,0.0,8.33333333333333,0.0,5.88235294117647,5.12820512820513,3.03030303030303,8.33333333333333,4.8780487804878,20.0,9.52380952380952,8.33333333333333,8.33333333333333,0.0,15.7894736842105,4.76190476190476,14.2857142857143,26.0,29.4117647058824,13.6363636363636,18.4210526315789,18.1818181818182,25.0,17.6470588235294,33.3333333333333,17.3913043478261,11.1111111111111,8.82352941176471,11.6279069767442,24.0,13.6363636363636,26.3157894736842,29.1666666666667,0.0,0.0,0.0,6.66666666666667
CpG_ntLink_8_16166883,23.3333333333333,21.875,28.9473684210526,29.6296296296296,30.4347826086957,43.75,27.2727272727273,52.7777777777778,17.5,29.6296296296296,24.2424242424242,19.5652173913043,38.4615384615385,22.2222222222222,8.33333333333333,6.66666666666667,16.6666666666667,29.4117647058824,19.047619047619,27.7777777777778,30.6122448979592,22.7272727272727,12.0,28.125,54.1666666666667,50.0,38.8888888888889,42.8571428571429,22.2222222222222,27.2727272727273,27.5862068965517,20.4545454545455,45.4545454545455,27.2727272727273,33.3333333333333,44.4444444444444,35.7142857142857,31.25,47.0588235294118,18.75
CpG_ntLink_8_16166893,6.66666666666667,10.3448275862069,14.2857142857143,7.40740740740741,9.09090909090909,18.75,18.1818181818182,20.0,8.33333333333333,12.0,17.2413793103448,11.1111111111111,17.3913043478261,16.6666666666667,8.33333333333333,8.33333333333333,0.0,23.5294117647059,10.0,16.6666666666667,37.5,12.5,14.8148148148148,23.3333333333333,34.7826086956522,26.3157894736842,27.7777777777778,30.7692307692308,22.7272727272727,16.2790697674419,15.3846153846154,14.6341463414634,30.4347826086957,18.1818181818182,27.2727272727273,34.6153846153846,7.14285714285714,18.75,12.5,0.0
CpG_ntLink_8_16166900,3.44827586206897,14.8148148148148,11.7647058823529,7.69230769230769,0.0,6.25,0.0,3.57142857142857,2.85714285714286,0.0,6.89655172413793,6.97674418604651,18.1818181818182,16.6666666666667,0.0,10.0,0.0,6.66666666666667,5.26315789473684,11.1111111111111,26.1904761904762,21.7391304347826,14.8148148148148,21.4285714285714,4.54545454545455,15.7894736842105,0.0,15.3846153846154,13.953488372093,9.09090909090909,7.69230769230769,10.0,13.6363636363636,6.45161290322581,25.0,19.047619047619,0.0,0.0,0.0,0.0
CpG_ntLink_8_23080768,24.0,6.45161290322581,8.82352941176471,15.3846153846154,8.0,4.34782608695652,15.3846153846154,9.52380952380952,7.14285714285714,15.0,12.0,16.6666666666667,0.0,0.0,2.4390243902439,0.0,3.57142857142857,10.5263157894737,3.84615384615385,10.5263157894737,6.72268907563025,15.3846153846154,18.1818181818182,25.0,24.0,0.0,22.7272727272727,17.8571428571429,17.2413793103448,6.89655172413793,25.0,16.6666666666667,11.1111111111111,13.3333333333333,7.14285714285714,0.0,7.69230769230769,0.0,4.54545454545455,4.54545454545455
CpG_ntLink_8_34790312,26.9230769230769,10.0,18.75,30.0,0.0,0.0,0.0,0.0,1.85185185185185,0.0,0.0,2.27272727272727,5.88235294117647,8.33333333333333,0.0,7.69230769230769,3.84615384615385,3.125,0.0,0.0,5.07246376811594,0.0,4.16666666666667,12.5,0.0,0.0,2.85714285714286,0.0,0.0,0.0,0.0,2.94117647058824,18.6440677966102,6.66666666666667,5.71428571428571,8.95522388059701,0.0,0.0,0.0,0.0
CpG_ntLink_8_34790315,21.4285714285714,18.1818181818182,20.0,35.0,9.09090909090909,15.625,0.0,10.3448275862069,3.44827586206897,0.0,0.0,2.17391304347826,5.88235294117647,8.33333333333333,0.0,7.69230769230769,3.84615384615385,2.7027027027027,0.0,0.0,4.27046263345196,0.0,3.7037037037037,8.0,7.54716981132075,11.1111111111111,2.77777777777778,7.54716981132075,0.0,0.0,0.0,2.85714285714286,18.3333333333333,8.88888888888889,8.33333333333333,11.9402985074627,8.10810810810811,0.0,6.89655172413793,0.0
CpG_ntLink_8_34790345,25.0,14.8148148148148,22.5806451612903,29.1666666666667,14.7058823529412,14.7058823529412,0.0,14.8148148148148,1.63934426229508,0.0,0.0,0.0,5.0,7.14285714285714,0.0,7.69230769230769,0.0,2.56410256410256,0.0,0.0,4.0133779264214,0.0,0.0,9.09090909090909,10.0,9.67741935483871,2.5,9.67741935483871,0.0,0.0,0.0,0.0,8.69565217391304,16.6666666666667,14.7058823529412,5.71428571428571,9.375,0.0,10.0,0.0
CpG_ptg000001l_3069457,0.0,0.0,0.0,2.4390243902439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.85714285714286,0.0,0.0,0.0,0.0,0.0,4.76190476190476,0.0,0.0
CpG_ptg000001l_3069507,0.0,0.0,1.61290322580645,2.4390243902439,0.0,0.0,1.88679245283019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2857142857143,0.0,3.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.76190476190476,0.0,0.0,5.0,0.0,0.0
CpG_ptg000001l_3069524,0.0,0.0,0.0,2.63157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,0.0,5.88235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88235294117647,0.0,0.0
CpG_ptg000001l_3069526,0.0,0.0,0.0,2.56410256410256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,0.0,6.06060606060606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.56410256410256,0.0,0.0,0.0,0.0
CpG_ptg000004l_4756880,57.1428571428571,44.4444444444444,33.3333333333333,33.3333333333333,20.0,36.3636363636364,21.0526315789474,15.3846153846154,34.375,58.3333333333333,43.75,22.7272727272727,17.3913043478261,17.6470588235294,36.0,16.6666666666667,16.2162162162162,11.1111111111111,10.0,25.0,37.1428571428571,9.52380952380952,12.5,16.0,36.8421052631579,42.8571428571429,38.0952380952381,30.0,42.8571428571429,36.8421052631579,35.0,35.7142857142857,45.4545454545455,23.5294117647059,18.1818181818182,12.1212121212121,38.4615384615385,35.7142857142857,14.2857142857143,33.3333333333333
CpG_ptg000004l_4756886,35.7142857142857,31.8181818181818,29.4117647058824,20.0,20.0,40.0,21.0526315789474,16.6666666666667,24.1379310344828,44.0,41.1764705882353,20.0,13.6363636363636,17.6470588235294,28.0,13.3333333333333,27.027027027027,41.1764705882353,15.7894736842105,38.8888888888889,35.8974358974359,8.69565217391304,15.3846153846154,13.0434782608696,11.1111111111111,42.8571428571429,25.0,24.1379310344828,23.8095238095238,26.3157894736842,28.5714285714286,31.25,34.7826086956522,11.7647058823529,18.1818181818182,9.67741935483871,36.3636363636364,21.4285714285714,7.14285714285714,28.5714285714286
CpG_ptg000004l_4756889,14.2857142857143,18.1818181818182,17.6470588235294,20.0,20.0,30.0,15.7894736842105,16.6666666666667,6.66666666666667,16.0,16.6666666666667,5.0,13.0434782608696,11.7647058823529,20.8333333333333,7.14285714285714,27.7777777777778,22.2222222222222,11.1111111111111,38.8888888888889,35.8974358974359,4.16666666666667,4.0,8.69565217391304,5.88235294117647,35.0,21.0526315789474,10.0,4.54545454545455,25.0,4.54545454545455,6.25,14.2857142857143,5.55555555555556,8.33333333333333,9.67741935483871,36.3636363636364,21.4285714285714,15.3846153846154,26.6666666666667
CpG_ptg000004l_4757198,0.0,6.25,0.0,0.0,0.0,0.0,7.14285714285714,0.0,7.31707317073171,9.09090909090909,4.16666666666667,5.26315789473684,0.0,9.09090909090909,10.3448275862069,0.0,6.06060606060606,6.66666666666667,4.0,8.69565217391304,15.5555555555556,6.89655172413793,5.66037735849057,9.375,6.25,4.54545454545455,26.6666666666667,9.09090909090909,10.0,6.66666666666667,4.76190476190476,11.1111111111111,20.8333333333333,0.0,0.0,7.40740740740741,13.3333333333333,9.09090909090909,9.09090909090909,4.76190476190476
CpG_ptg000004l_4757204,9.09090909090909,12.5,4.34782608695652,0.0,5.26315789473684,0.0,7.69230769230769,7.69230769230769,15.0,0.0,13.0434782608696,15.7894736842105,18.1818181818182,0.0,28.5714285714286,0.0,20.0,18.75,13.0434782608696,23.8095238095238,22.2222222222222,3.57142857142857,1.96078431372549,6.25,13.5135135135135,10.0,20.0,14.2857142857143,5.55555555555556,0.0,0.0,11.1111111111111,21.7391304347826,0.0,0.0,11.1111111111111,41.6666666666667,27.2727272727273,9.09090909090909,0.0
CpG_ptg000004l_4757244,15.3846153846154,25.0,21.4285714285714,28.5714285714286,0.0,7.69230769230769,0.0,0.0,6.66666666666667,33.3333333333333,28.5714285714286,14.2857142857143,42.8571428571429,30.7692307692308,22.2222222222222,13.0434782608696,4.34782608695652,9.52380952380952,9.52380952380952,12.5,15.2173913043478,9.375,7.54716981132075,6.66666666666667,23.6842105263158,28.0,18.1818181818182,41.6666666666667,14.2857142857143,28.5714285714286,31.8181818181818,30.4347826086957,12.5,15.7894736842105,6.66666666666667,14.2857142857143,18.1818181818182,20.0,30.0,0.0
CpG_ptg000004l_4757487,16.6666666666667,12.5,5.55555555555556,14.2857142857143,9.09090909090909,18.1818181818182,12.5,4.54545454545455,22.2222222222222,7.69230769230769,24.0,8.33333333333333,5.55555555555556,6.25,6.25,15.7894736842105,29.4117647058824,17.3913043478261,18.1818181818182,8.33333333333333,21.8181818181818,4.54545454545455,0.0,6.45161290322581,12.1212121212121,7.40740740740741,3.7037037037037,17.2413793103448,0.0,14.8148148148148,10.5263157894737,17.3913043478261,4.34782608695652,5.26315789473684,5.0,3.84615384615385,10.5263157894737,27.2727272727273,16.6666666666667,7.69230769230769
CpG_ptg000004l_4757512,16.6666666666667,12.5,6.25,7.69230769230769,8.33333333333333,15.3846153846154,12.5,4.54545454545455,50.0,18.1818181818182,34.4827586206897,35.7142857142857,18.75,35.7142857142857,26.6666666666667,18.75,15.3846153846154,10.5263157894737,20.0,7.14285714285714,24.1935483870968,4.16666666666667,3.44827586206897,11.5384615384615,21.2121212121212,17.8571428571429,3.2258064516129,14.8148148148148,27.2727272727273,21.4285714285714,23.8095238095238,30.4347826086957,9.09090909090909,25.0,35.0,11.1111111111111,11.1111111111111,30.0,16.6666666666667,8.33333333333333
CpG_ptg000004l_4759974,36.3636363636364,9.09090909090909,28.5714285714286,25.0,21.7391304347826,55.5555555555556,18.1818181818182,40.0,23.5294117647059,69.2307692307692,38.4615384615385,41.6666666666667,28.5714285714286,30.0,5.55555555555556,0.0,12.5,33.3333333333333,10.0,41.6666666666667,23.8805970149254,25.0,14.6341463414634,19.5121951219512,28.0,20.5882352941176,12.0,25.9259259259259,50.0,47.6190476190476,40.0,50.0,32.1428571428571,45.8333333333333,41.6666666666667,37.037037037037,50.0,57.8947368421053,50.0,69.2307692307692
CpG_ptg000007l_10142552,0.0,25.0,0.0,3.125,20.0,16.6666666666667,16.6666666666667,3.7037037037037,14.2857142857143,18.75,11.1111111111111,5.0,11.3636363636364,4.16666666666667,4.16666666666667,11.5384615384615,44.4444444444444,18.1818181818182,0.0,13.7931034482759,0.0,29.6296296296296,28.5714285714286,25.5813953488372,10.3448275862069,10.3448275862069,12.1212121212121,5.26315789473684,12.0,10.0,6.06060606060606,13.6363636363636,33.3333333333333,41.1764705882353,36.3636363636364,32.3529411764706,7.69230769230769,30.0,6.89655172413793,12.5
CpG_ptg000007l_10144971,11.1111111111111,0.0,3.03030303030303,15.0,14.2857142857143,45.4545454545455,14.8148148148148,18.5185185185185,11.1111111111111,18.75,4.0,10.7142857142857,6.25,14.2857142857143,6.66666666666667,12.5,9.09090909090909,12.5,4.0,22.2222222222222,0.0,23.3333333333333,14.8148148148148,32.258064516129,10.8108108108108,16.6666666666667,0.0,7.5,31.5789473684211,6.25,9.52380952380952,17.3913043478261,27.7777777777778,10.0,10.0,17.3913043478261,7.14285714285714,23.8095238095238,10.5263157894737,14.2857142857143
CpG_ptg000007l_10144998,12.5,0.0,2.63157894736842,15.0,15.1515151515152,31.25,14.7058823529412,17.2413793103448,7.69230769230769,20.0,7.14285714285714,3.84615384615385,13.8888888888889,13.0434782608696,15.5172413793103,16.2790697674419,25.0,18.1818181818182,22.5806451612903,44.0,0.0,42.8571428571429,17.1428571428571,34.2105263157895,17.6470588235294,25.0,0.0,10.2564102564103,23.5294117647059,8.33333333333333,8.33333333333333,14.8148148148148,40.0,16.6666666666667,40.0,27.2727272727273,9.375,24.0,14.2857142857143,13.0434782608696
CpG_ptg000007l_10145000,12.5,0.0,2.63157894736842,18.1818181818182,15.1515151515152,31.25,14.7058823529412,17.2413793103448,11.5384615384615,25.0,7.14285714285714,7.69230769230769,13.8888888888889,13.0434782608696,15.5172413793103,13.953488372093,25.0,18.1818181818182,22.5806451612903,44.0,0.0,40.0,14.7058823529412,34.2105263157895,20.5882352941176,25.9259259259259,0.0,10.8108108108108,23.5294117647059,8.69565217391304,8.33333333333333,12.0,40.0,16.6666666666667,40.0,28.5714285714286,9.09090909090909,24.0,9.52380952380952,13.0434782608696
CpG_ptg000007l_10145025,0.0,0.0,2.38095238095238,22.7272727272727,13.3333333333333,26.3157894736842,16.1290322580645,20.8333333333333,4.34782608695652,12.5,10.7142857142857,8.33333333333333,13.8888888888889,13.0434782608696,12.7272727272727,15.5555555555556,18.75,16.6666666666667,23.0769230769231,33.3333333333333,0.0,25.0,13.5135135135135,0.0,12.9032258064516,17.2413793103448,7.69230769230769,5.12820512820513,29.4117647058824,10.5263157894737,7.40740740740741,5.26315789473684,30.0,11.7647058823529,30.0,13.0434782608696,6.89655172413793,17.3913043478261,5.26315789473684,20.8333333333333
CpG_ptg000007l_5089303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2258064516129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.85714285714286,7.69230769230769,0.0,0.0,3.50877192982456,7.69230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
CpG_ptg000007l_5089313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.57142857142857,2.27272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.63157894736842,0.0,0.0,0.0,1.69491525423729,0.0,0.0,0.0,0.0,3.2258064516129,0.0,3.2258064516129,0.0,0.0,8.69565217391304,9.52380952380952,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
