CpG,ACR-229-TP1.ACR-229-TP1_R1_001.fastp-trim_bismark_bt2_pe.deduplicated.bismark.cov.gz,ACR-244-TP4.ACR-244-TP4_R1_001.fastp-trim_bismark_bt2_pe.deduplicated.bismark.cov.gz,ACR-145-TP4.ACR-145-TP4_R1_001.fastp-trim_bismark_bt2_pe.deduplicated.bismark.cov.gz,ACR-145-TP3.ACR-145-TP3_R1_001.fastp-trim_bismark_bt2_pe.deduplicated.bismark.cov.gz,ACR-145-TP1.ACR-145-TP1_R1_001.fastp-trim_bismark_bt2_pe.deduplicated.bismark.cov.gz,ACR-229-TP3.ACR-229-TP3_R1_001.fastp-trim_bismark_bt2_pe.deduplicated.bismark.cov.gz,ACR-225-TP4.ACR-225-TP4_R1_001.fastp-trim_bismark_bt2_pe.deduplicated.bismark.cov.gz,ACR-150-TP2.ACR-150-TP2_R1_001.fastp-trim_bismark_bt2_pe.deduplicated.bismark.cov.gz,ACR-265-TP4.ACR-265-TP4_R1_001.fastp-trim_bismark_bt2_pe.deduplicated.bismark.cov.gz,ACR-150-TP1.ACR-150-TP1_R1_001.fastp-trim_bismark_bt2_pe.deduplicated.bismark.cov.gz,ACR-229-TP4.ACR-229-TP4_R1_001.fastp-trim_bismark_bt2_pe.deduplicated.bismark.cov.gz,ACR-225-TP3.ACR-225-TP3_R1_001.fastp-trim_bismark_bt2_pe.deduplicated.bismark.cov.gz,ACR-173-TP4.ACR-173-TP4_R1_001.fastp-trim_bismark_bt2_pe.deduplicated.bismark.cov.gz,ACR-139-TP1.ACR-139-TP1_R1_001.fastp-trim_bismark_bt2_pe.deduplicated.bismark.cov.gz,ACR-237-TP3.ACR-237-TP3_R1_001.fastp-trim_bismark_bt2_pe.deduplicated.bismark.cov.gz,ACR-265-TP1.ACR-265-TP1_R1_001.fastp-trim_bismark_bt2_pe.deduplicated.bismark.cov.gz,ACR-225-TP1.ACR-225-TP1_R1_001.fastp-trim_bismark_bt2_pe.deduplicated.bismark.cov.gz,ACR-173-TP2.ACR-173-TP2_R1_001.fastp-trim_bismark_bt2_pe.deduplicated.bismark.cov.gz,ACR-150-TP3.ACR-150-TP3_R1_001.fastp-trim_bismark_bt2_pe.deduplicated.bismark.cov.gz,ACR-150-TP4.ACR-150-TP4_R1_001.fastp-trim_bismark_bt2_pe.deduplicated.bismark.cov.gz,ACR-244-TP3.ACR-244-TP3_R1_001.fastp-trim_bismark_bt2_pe.deduplicated.bismark.cov.gz,ACR-265-TP2.ACR-265-TP2_R1_001.fastp-trim_bismark_bt2_pe.deduplicated.bismark.cov.gz,ACR-265-TP3.ACR-265-TP3_R1_001.fastp-trim_bismark_bt2_pe.deduplicated.bismark.cov.gz,ACR-186-TP4.ACR-186-TP4_R1_001.fastp-trim_bismark_bt2_pe.deduplicated.bismark.cov.gz,ACR-145-TP2.ACR-145-TP2_R1_001.fastp-trim_bismark_bt2_pe.deduplicated.bismark.cov.gz,ACR-237-TP2.ACR-237-TP2_R1_001.fastp-trim_bismark_bt2_pe.deduplicated.bismark.cov.gz,ACR-186-TP2.ACR-186-TP2_R1_001.fastp-trim_bismark_bt2_pe.deduplicated.bismark.cov.gz,ACR-225-TP2.ACR-225-TP2_R1_001.fastp-trim_bismark_bt2_pe.deduplicated.bismark.cov.gz,ACR-244-TP1.ACR-244-TP1_R1_001.fastp-trim_bismark_bt2_pe.deduplicated.bismark.cov.gz,ACR-237-TP4.ACR-237-TP4_R1_001.fastp-trim_bismark_bt2_pe.deduplicated.bismark.cov.gz,ACR-229-TP2.ACR-229-TP2_R1_001.fastp-trim_bismark_bt2_pe.deduplicated.bismark.cov.gz,ACR-186-TP3.ACR-186-TP3_R1_001.fastp-trim_bismark_bt2_pe.deduplicated.bismark.cov.gz,ACR-139-TP4.ACR-139-TP4_R1_001.fastp-trim_bismark_bt2_pe.deduplicated.bismark.cov.gz,ACR-173-TP3.ACR-173-TP3_R1_001.fastp-trim_bismark_bt2_pe.deduplicated.bismark.cov.gz,ACR-139-TP2.ACR-139-TP2_R1_001.fastp-trim_bismark_bt2_pe.deduplicated.bismark.cov.gz,ACR-186-TP1.ACR-186-TP1_R1_001.fastp-trim_bismark_bt2_pe.deduplicated.bismark.cov.gz,ACR-244-TP2.ACR-244-TP2_R1_001.fastp-trim_bismark_bt2_pe.deduplicated.bismark.cov.gz,ACR-139-TP3.ACR-139-TP3_R1_001.fastp-trim_bismark_bt2_pe.deduplicated.bismark.cov.gz,ACR-173-TP1.ACR-173-TP1_R1_001.fastp-trim_bismark_bt2_pe.deduplicated.bismark.cov.gz,ACR-237-TP1.ACR-237-TP1_R1_001.fastp-trim_bismark_bt2_pe.deduplicated.bismark.cov.gz
CpG_ntLink_6_19705309,0.0,0.0,0.0,0.0,0.0,0.0,5.55555555555556,0.0,0.0,3.44827586206897,0.0,7.69230769230769,0.0,0.0,0.0,0.0,6.25,0.0,6.89655172413793,0.0,0.0,0.0,0.0,3.84615384615385,0.0,0.0,0.0,7.14285714285714,0.0,0.0,0.0,0.0,3.84615384615385,0.0,0.0,6.66666666666667,0.0,5.0,0.0,0.0
CpG_ntLink_6_19705338,0.0,0.0,0.0,0.0,0.0,0.0,11.1111111111111,9.09090909090909,0.0,0.0,0.0,16.6666666666667,0.0,0.0,0.0,0.0,14.2857142857143,0.0,7.69230769230769,0.0,0.0,0.0,0.0,0.0,0.0,8.69565217391304,3.44827586206897,6.66666666666667,0.0,4.76190476190476,0.0,0.0,3.7037037037037,0.0,0.0,0.0,0.0,0.0,0.0,5.88235294117647
CpG_ntLink_6_19919676,0.0,0.0,3.33333333333333,0.0,0.0,0.0,4.34782608695652,0.0,0.0,4.76190476190476,0.0,0.0,5.12820512820513,0.0,0.0,0.0,31.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88235294117647,0.0,0.0,5.26315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CpG_ntLink_6_19919852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3913043478261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CpG_ntLink_6_19920923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88235294117647,0.0,0.0,0.0,5.88235294117647,0.0,7.69230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CpG_ntLink_8_16166717,34.4827586206897,23.8095238095238,25.0,40.0,38.8888888888889,50.0,16.6666666666667,14.2857142857143,35.7142857142857,16.6666666666667,50.0,26.9230769230769,15.7894736842105,23.5294117647059,21.6216216216216,33.3333333333333,28.0,28.0,14.7058823529412,10.3448275862069,10.5263157894737,50.0,31.25,28.5714285714286,66.6666666666667,23.6842105263158,0.0,34.7826086956522,29.0322580645161,21.6216216216216,47.0588235294118,14.2857142857143,20.0,11.7647058823529,21.4285714285714,0.0,37.9310344827586,19.2307692307692,32.5,35.1351351351351
CpG_ntLink_8_16166741,28.5714285714286,36.8421052631579,33.3333333333333,36.3636363636364,27.7777777777778,40.0,9.375,29.4117647058824,35.2941176470588,32.5,30.7692307692308,27.2727272727273,5.55555555555556,17.8571428571429,23.8095238095238,35.7142857142857,17.8571428571429,15.7894736842105,25.0,19.4444444444444,17.6470588235294,15.3846153846154,25.0,40.0,56.0,17.1428571428571,6.66666666666667,27.2727272727273,20.6896551724138,32.258064516129,16.6666666666667,5.26315789473684,16.6666666666667,6.25,15.625,5.26315789473684,29.1666666666667,16.0,22.2222222222222,25.5813953488372
CpG_ntLink_8_16166797,18.1818181818182,29.1666666666667,5.88235294117647,0.0,0.0,17.6470588235294,18.4210526315789,3.03030303030303,6.66666666666667,5.12820512820513,33.3333333333333,13.6363636363636,8.33333333333333,12.5,8.82352941176471,0.0,26.0,9.52380952380952,8.33333333333333,4.8780487804878,26.3157894736842,0.0,0.0,14.2857142857143,8.33333333333333,11.1111111111111,15.7894736842105,29.4117647058824,24.0,11.6279069767442,25.0,4.76190476190476,22.7272727272727,8.33333333333333,6.45161290322581,0.0,13.6363636363636,12.1951219512195,20.0,17.3913043478261
CpG_ntLink_8_16166883,54.1666666666667,44.4444444444444,52.7777777777778,27.2727272727273,30.4347826086957,38.8888888888889,28.125,29.6296296296296,18.75,17.5,42.8571428571429,12.0,6.66666666666667,23.3333333333333,27.5862068965517,35.7142857142857,30.6122448979592,22.2222222222222,24.2424242424242,19.5652173913043,33.3333333333333,31.25,47.0588235294118,27.7777777777778,43.75,27.2727272727273,29.4117647058824,22.7272727272727,45.4545454545455,20.4545454545455,50.0,19.047619047619,29.6296296296296,8.33333333333333,21.875,16.6666666666667,27.2727272727273,28.9473684210526,38.4615384615385,22.2222222222222
CpG_ntLink_8_16166893,34.7826086956522,34.6153846153846,20.0,18.1818181818182,9.09090909090909,27.7777777777778,23.3333333333333,12.0,0.0,8.33333333333333,30.7692307692308,14.8148148148148,8.33333333333333,6.66666666666667,15.3846153846154,7.14285714285714,37.5,16.6666666666667,17.2413793103448,11.1111111111111,27.2727272727273,18.75,12.5,16.6666666666667,18.75,16.2790697674419,23.5294117647059,12.5,30.4347826086957,14.6341463414634,26.3157894736842,10.0,7.40740740740741,8.33333333333333,10.3448275862069,0.0,18.1818181818182,14.2857142857143,17.3913043478261,22.7272727272727
CpG_ntLink_8_16166900,4.54545454545455,19.047619047619,3.57142857142857,0.0,0.0,0.0,21.4285714285714,0.0,0.0,2.85714285714286,15.3846153846154,14.8148148148148,10.0,3.44827586206897,7.69230769230769,0.0,26.1904761904762,16.6666666666667,6.89655172413793,6.97674418604651,25.0,0.0,0.0,11.1111111111111,6.25,9.09090909090909,6.66666666666667,21.7391304347826,13.6363636363636,10.0,15.7894736842105,5.26315789473684,7.69230769230769,0.0,14.8148148148148,0.0,6.45161290322581,11.7647058823529,18.1818181818182,13.953488372093
CpG_ntLink_8_23080768,24.0,0.0,9.52380952380952,15.3846153846154,8.0,22.7272727272727,25.0,15.0,4.54545454545455,7.14285714285714,17.8571428571429,18.1818181818182,0.0,24.0,25.0,7.69230769230769,6.72268907563025,0.0,12.0,16.6666666666667,7.14285714285714,0.0,4.54545454545455,10.5263157894737,4.34782608695652,6.89655172413793,10.5263157894737,15.3846153846154,11.1111111111111,16.6666666666667,0.0,3.84615384615385,15.3846153846154,2.4390243902439,6.45161290322581,3.57142857142857,13.3333333333333,8.82352941176471,0.0,17.2413793103448
CpG_ntLink_8_34790312,0.0,8.95522388059701,0.0,0.0,0.0,2.85714285714286,12.5,0.0,0.0,1.85185185185185,0.0,4.16666666666667,7.69230769230769,26.9230769230769,0.0,0.0,5.07246376811594,8.33333333333333,0.0,2.27272727272727,5.71428571428571,0.0,0.0,0.0,0.0,0.0,3.125,0.0,18.6440677966102,2.94117647058824,0.0,0.0,30.0,0.0,10.0,3.84615384615385,6.66666666666667,18.75,5.88235294117647,0.0
CpG_ntLink_8_34790315,7.54716981132075,11.9402985074627,10.3448275862069,0.0,9.09090909090909,2.77777777777778,8.0,0.0,0.0,3.44827586206897,7.54716981132075,3.7037037037037,7.69230769230769,21.4285714285714,0.0,8.10810810810811,4.27046263345196,8.33333333333333,0.0,2.17391304347826,8.33333333333333,0.0,6.89655172413793,0.0,15.625,0.0,2.7027027027027,0.0,18.3333333333333,2.85714285714286,11.1111111111111,0.0,35.0,0.0,18.1818181818182,3.84615384615385,8.88888888888889,20.0,5.88235294117647,0.0
CpG_ntLink_8_34790345,10.0,5.71428571428571,14.8148148148148,0.0,14.7058823529412,2.5,9.09090909090909,0.0,0.0,1.63934426229508,9.67741935483871,0.0,7.69230769230769,25.0,0.0,9.375,4.0133779264214,7.14285714285714,0.0,0.0,14.7058823529412,0.0,10.0,0.0,14.7058823529412,0.0,2.56410256410256,0.0,8.69565217391304,0.0,9.67741935483871,0.0,29.1666666666667,0.0,14.8148148148148,0.0,16.6666666666667,22.5806451612903,5.0,0.0
CpG_ptg000001l_3069457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.76190476190476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.85714285714286,0.0,0.0,2.4390243902439,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CpG_ptg000001l_3069507,0.0,0.0,0.0,1.88679245283019,0.0,0.0,3.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.76190476190476,5.0,0.0,0.0,0.0,0.0,0.0,14.2857142857143,0.0,0.0,0.0,0.0,2.4390243902439,0.0,0.0,0.0,0.0,1.61290322580645,0.0,0.0
CpG_ptg000001l_3069524,0.0,0.0,0.0,0.0,0.0,0.0,5.88235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88235294117647,0.0,0.0,0.0,0.0,0.0,18.75,0.0,0.0,0.0,0.0,2.63157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CpG_ptg000001l_3069526,0.0,2.56410256410256,0.0,0.0,0.0,0.0,6.06060606060606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,0.0,0.0,0.0,0.0,2.56410256410256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CpG_ptg000004l_4756880,36.8421052631579,12.1212121212121,15.3846153846154,21.0526315789474,20.0,38.0952380952381,16.0,58.3333333333333,33.3333333333333,34.375,30.0,12.5,16.6666666666667,57.1428571428571,35.0,38.4615384615385,37.1428571428571,17.6470588235294,43.75,22.7272727272727,18.1818181818182,35.7142857142857,14.2857142857143,25.0,36.3636363636364,36.8421052631579,11.1111111111111,9.52380952380952,45.4545454545455,35.7142857142857,42.8571428571429,10.0,33.3333333333333,36.0,44.4444444444444,16.2162162162162,23.5294117647059,33.3333333333333,17.3913043478261,42.8571428571429
CpG_ptg000004l_4756886,11.1111111111111,9.67741935483871,16.6666666666667,21.0526315789474,20.0,25.0,13.0434782608696,44.0,28.5714285714286,24.1379310344828,24.1379310344828,15.3846153846154,13.3333333333333,35.7142857142857,28.5714285714286,36.3636363636364,35.8974358974359,17.6470588235294,41.1764705882353,20.0,18.1818181818182,21.4285714285714,7.14285714285714,38.8888888888889,40.0,26.3157894736842,41.1764705882353,8.69565217391304,34.7826086956522,31.25,42.8571428571429,15.7894736842105,20.0,28.0,31.8181818181818,27.027027027027,11.7647058823529,29.4117647058824,13.6363636363636,23.8095238095238
